player_name,team_name,position_name,total_points,now_cost,unavailable,minutes,player_id,roi
Bailey Peacock-Farrell,Burnley,GKP,3,45,False,0,117,0.06666666666666667
Anthony Gordon,Everton,MID,3,47,False,2277,503,0.06382978723404255
Wesley Moraes,Aston Villa,FWD,3,54,False,1,47,0.05555555555555555
Konstantinos Tsimikas,Liverpool,DEF,2,37,False,874,245,0.05405405405405406
Phil Bardsley,Burnley,DEF,2,39,False,0,99,0.05128205128205128
Niels Nkounkou,Everton,DEF,2,40,False,0,570,0.05
João Virgínia,Everton,GKP,2,40,False,0,181,0.05
Sead Kolasinac,Arsenal,DEF,2,42,False,91,11,0.047619047619047616
Zack Steffen,Man City,GKP,2,44,False,90,260,0.045454545454545456
Lewis Richardson,Burnley,FWD,2,44,False,0,533,0.045454545454545456
Jack Butland,Crystal Palace,GKP,2,44,False,765,156,0.045454545454545456
Shola Shoretire,Man Utd,MID,2,45,False,15,727,0.044444444444444446
Carney Chukwuemeka,Aston Villa,MID,2,45,False,291,526,0.044444444444444446
Patrick Cutrone,Wolves,FWD,2,50,False,0,523,0.04
Reiss Nelson,Arsenal,MID,2,50,False,19,531,0.04
Moise Kean,Everton,FWD,2,60,False,1,564,0.03333333333333333
Martin Kelly,Crystal Palace,DEF,1,38,False,0,151,0.02631578947368421
Rúnar Alex Rúnarsson,Arsenal,GKP,1,40,False,0,2,0.025
Willy Caballero,Southampton,GKP,1,42,False,180,641,0.023809523809523808
Jean-Philippe Gbamin,Everton,MID,1,44,False,65,504,0.022727272727272728
Dane Scarlett,Spurs,FWD,1,45,False,3,520,0.022222222222222223
Elliot Anderson,Newcastle,MID,1,45,False,0,609,0.022222222222222223
Nathan Broadhead,Everton,FWD,1,45,False,0,545,0.022222222222222223
Hannibal Mejbri,Man Utd,MID,1,45,False,67,706,0.022222222222222223
Liam Delap,Man City,FWD,1,45,False,8,704,0.022222222222222223
Jaden Philogene-Bidace,Aston Villa,MID,1,50,False,4,497,0.02
Demarai Gray,Everton,MID,1,54,False,2336,484,0.018518518518518517
Nicolas Nkoulou,Watford,DEF,0,44,False,167,618,0.0
Christian Kabasele,Watford,DEF,0,43,False,1190,384,0.0
Odeluga Offiah,Brighton,DEF,0,40,False,0,712,0.0
Marcus Bettinelli,Chelsea,GKP,0,40,False,0,606,0.0
William Troost-Ekong,Watford,DEF,0,43,False,1388,387,0.0
Adam Masina,Watford,DEF,0,43,False,1075,390,0.0
Filip Marschall,Aston Villa,GKP,0,40,False,0,650,0.0
Winston Reid,West Ham,DEF,0,39,False,0,410,0.0
Francisco Sierralta,Watford,DEF,0,43,False,427,396,0.0
Marc Navarro,Watford,DEF,0,40,False,0,398,0.0
Jeremy Ngakia,Watford,DEF,0,42,False,896,400,0.0
Ben Wilmot,Watford,DEF,0,45,False,0,401,0.0
Connor Roberts,Burnley,DEF,0,44,False,1689,585,0.0
Samir Caetano de Souza Santos,Watford,DEF,0,45,False,1674,677,0.0
Sam Waller,Burnley,GKP,0,40,False,0,708,0.0
Owen Dodgson,Burnley,DEF,0,39,False,0,565,0.0
Hassane Kamara,Watford,DEF,0,45,False,1622,676,0.0
Bobby Thomas,Burnley,DEF,0,39,False,0,534,0.0
Matthew Pollock,Watford,DEF,0,40,False,0,454,0.0
Viljami Sinisalo,Aston Villa,GKP,0,40,False,0,596,0.0
James Morris,Watford,DEF,0,40,False,0,633,0.0
Nathan Collins,Burnley,DEF,0,43,False,1670,451,0.0
Ed Turns,Brighton,DEF,0,40,False,0,653,0.0
Thomas McGill,Brighton,GKP,0,40,False,0,688,0.0
Marc Cucurella,Brighton,DEF,0,49,False,3089,584,0.0
Haydon Roberts,Brighton,DEF,0,39,False,0,560,0.0
Josh Feeney,Aston Villa,DEF,0,40,False,0,670,0.0
Kaine Hayden,Aston Villa,DEF,0,40,False,0,684,0.0
Pontus Jansson,Brentford,DEF,0,45,False,3321,76,0.0
Toti António Gomes,Wolves,DEF,0,44,False,360,685,0.0
Rico Henry,Brentford,DEF,0,45,False,2775,83,0.0
Hugo Bueno,Wolves,DEF,0,40,False,0,635,0.0
Charlie Goode,Brentford,DEF,0,39,False,448,87,0.0
Christian Marques,Wolves,DEF,0,40,False,0,549,0.0
Mads Roerslev Rasmussen,Brentford,DEF,0,41,False,1232,89,0.0
Mads Bech Sørensen,Brentford,DEF,0,43,False,833,90,0.0
Ethan Pinnock,Brentford,DEF,0,44,False,2694,91,0.0
Kristoffer Ajer,Brentford,DEF,0,44,False,1995,483,0.0
Dominic Thompson,Brentford,DEF,0,44,False,146,498,0.0
Finley Stevens,Brentford,DEF,0,39,False,14,569,0.0
Mathias Jorgensen,Brentford,DEF,0,45,False,516,594,0.0
Julian Jeanvier,Brentford,DEF,0,40,False,0,722,0.0
Shane Duffy,Brighton,DEF,0,40,False,1434,56,0.0
Remi Matthews,Crystal Palace,GKP,0,39,False,0,561,0.0
Yerson Mosquera Valdelamar,Wolves,DEF,0,44,False,0,446,0.0
Karl Hein,Arsenal,GKP,0,40,False,0,532,0.0
Arthur Okonkwo,Arsenal,GKP,0,39,False,0,572,0.0
Jed Steer,Aston Villa,GKP,0,39,False,90,28,0.0
Pierre Ekwah,West Ham,DEF,0,40,False,0,682,0.0
Ajibola Alese,West Ham,DEF,0,40,False,0,644,0.0
Harrison Ashby,West Ham,DEF,0,40,False,6,617,0.0
Jamal Baptiste,West Ham,DEF,0,39,False,0,554,0.0
Frederik Alves,West Ham,DEF,0,40,False,0,521,0.0
Craig Cathcart,Watford,DEF,0,42,False,2394,379,0.0
Michal Karbownik,Brighton,DEF,0,40,False,0,536,0.0
Francisco Femenía Far,Watford,DEF,0,43,False,2143,382,0.0
Cristian Romero,Spurs,DEF,0,48,False,1844,494,0.0
Danny Rose,Watford,DEF,0,42,False,688,377,0.0
Owen Beck,Liverpool,DEF,0,40,False,0,627,0.0
José Diogo Dalot Teixeira,Man Utd,DEF,0,42,False,1797,510,0.0
Ellery Balcombe,Brentford,GKP,0,40,False,0,92,0.0
Patrik Gunnarsson,Brentford,GKP,0,39,False,0,94,0.0
Reece Hannam,Crystal Palace,DEF,0,39,False,0,540,0.0
Tayo Adaramola,Crystal Palace,DEF,0,40,False,0,709,0.0
Álvaro Fernández,Brentford,GKP,0,45,False,1080,556,0.0
Matthew Cox,Brentford,GKP,0,40,False,0,619,0.0
Conrad Egan-Riley,Man City,DEF,0,40,False,3,651,0.0
Joshua Wilson-Esbrand,Man City,DEF,0,39,False,0,604,0.0
Luke Mbete,Man City,DEF,0,39,False,0,603,0.0
Jonas Lössl,Brentford,GKP,0,45,False,180,673,0.0
Jason Steele,Brighton,GKP,0,39,False,90,54,0.0
Jarell Quansah,Liverpool,DEF,0,40,False,0,660,0.0
Conor Bradley,Liverpool,DEF,0,40,False,0,626,0.0
Marc Guéhi,Crystal Palace,DEF,0,45,False,3222,477,0.0
Ben Davies,Liverpool,DEF,0,40,False,0,248,0.0
Ibrahima Konaté,Liverpool,DEF,0,51,False,990,243,0.0
Kris Moore,Leeds,DEF,0,40,False,0,657,0.0
Jarrad Branthwaite,Everton,DEF,0,40,False,387,544,0.0
Leo Fuhr Hjelde,Leeds,DEF,0,40,False,148,608,0.0
Reece Welch,Everton,DEF,0,40,False,0,623,0.0
Nathan Patterson,Everton,DEF,0,41,False,0,674,0.0
Charlie Cresswell,Leeds,DEF,0,40,False,140,563,0.0
Cody Drameh,Leeds,DEF,0,39,False,126,562,0.0
Héctor Junior Firpo Adames,Leeds,DEF,0,47,False,1709,463,0.0
Kjell Scherpen,Brighton,GKP,0,45,False,0,476,0.0
Ben Nelson,Leicester,DEF,0,40,False,0,645,0.0
Vontae Daley-Campbell,Leicester,DEF,0,40,False,0,639,0.0
Lamare Bogarde,Aston Villa,DEF,0,40,False,0,610,0.0
Raphaël Varane,Man Utd,DEF,0,55,False,1829,555,0.0
Marcel Lavinier,Spurs,DEF,0,40,False,0,724,0.0
Jonathan Tomkinson,Norwich,DEF,0,40,False,0,643,0.0
Tobi Omole,Spurs,DEF,0,39,False,0,598,0.0
Emerson Aparecido Leite de Souza Junior,Spurs,DEF,0,46,False,2282,588,0.0
Vitalii Mykolenko,Everton,DEF,0,49,False,1054,675,0.0
Ryan Sessegnon,Spurs,DEF,0,44,False,1046,368,0.0
Wayne Hennessey,Burnley,GKP,0,45,False,180,480,0.0
Thierry Small,Southampton,DEF,0,40,False,0,667,0.0
Dynel Simeu,Southampton,DEF,0,40,False,0,665,0.0
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,DEF,0,44,False,906,567,0.0
Malang Sarr,Chelsea,DEF,0,49,False,544,501,0.0
Tino Livramento,Southampton,DEF,0,42,False,2200,491,0.0
Romain Perraud,Southampton,DEF,0,48,False,1621,460,0.0
Trevoh Chalobah,Chelsea,DEF,0,47,False,1447,527,0.0
Robert Kenedy Nunes do Nascimento,Chelsea,DEF,0,45,False,58,690,0.0
Bali Mumba,Norwich,DEF,0,39,False,45,515,0.0
Phil Jones,Man Utd,DEF,0,45,False,161,632,0.0
Dimitris Giannoulis,Norwich,DEF,0,44,False,1165,457,0.0
Ben Gibson,Norwich,DEF,0,44,False,2494,456,0.0
Andrew Omobamidele,Norwich,DEF,0,39,False,381,331,0.0
Jacob Sørensen,Norwich,DEF,0,43,False,600,327,0.0
Max Aarons,Norwich,DEF,0,43,False,2879,326,0.0
Christoph Zimmermann,Norwich,DEF,0,44,False,156,324,0.0
Sam Byram,Norwich,DEF,0,44,False,1023,321,0.0
Grant Hanley,Norwich,DEF,0,44,False,2897,319,0.0
Kieran Trippier,Newcastle,DEF,0,49,False,429,678,0.0
Jarosław Jach,Crystal Palace,DEF,0,42,False,0,158,0.0
Nathan Ferguson,Crystal Palace,DEF,0,45,False,8,161,0.0
David Raya Martin,Brentford,GKP,0,44,False,2160,80,0.0
Álvaro Fernández,Man Utd,DEF,0,40,False,0,728,0.0
Pierluigi Gollini,Spurs,GKP,0,42,False,0,486,0.0
Cameron Archer,Aston Villa,FWD,0,45,False,24,568,0.0
Ashley Young,Aston Villa,DEF,0,47,False,1234,52,0.0
Boubakary Soumaré,Leicester,MID,0,48,False,1095,458,0.0
Jack Jenkins,Leeds,MID,0,45,False,0,631,0.0
Lewis Bate,Leeds,MID,0,45,False,145,624,0.0
Stuart McKinstry,Leeds,MID,0,43,False,3,601,0.0
Nohan Kenneh,Leeds,MID,0,44,False,0,600,0.0
Liam McCarron,Leeds,MID,0,44,False,9,576,0.0
Adam Forshaw,Leeds,MID,0,45,False,1526,552,0.0
Crysencio Summerville,Leeds,MID,0,45,False,126,551,0.0
Tom Heaton,Man Utd,GKP,0,39,False,0,509,0.0
Kasey McAteer,Leicester,MID,0,45,False,2,647,0.0
Lewis Brunt,Leicester,MID,0,45,False,23,646,0.0
Kiernan Dewsbury-Hall,Leicester,MID,0,44,False,2101,505,0.0
Freddie Woodman,Newcastle,GKP,0,43,False,360,513,0.0
Harvey Elliott,Liverpool,MID,0,53,False,344,506,0.0
Isaac Price,Everton,MID,0,45,False,13,718,0.0
Tyler Onyango,Everton,MID,0,45,False,27,630,0.0
Charlie Whitaker,Everton,MID,0,45,False,0,613,0.0
Scott Banks,Crystal Palace,MID,0,45,False,0,543,0.0
Jesurun Rak-Sakyi,Crystal Palace,MID,0,44,False,79,541,0.0
Michael Olise,Crystal Palace,MID,0,53,False,1127,464,0.0
Will Hughes,Crystal Palace,MID,0,47,False,1050,386,0.0
Mark Gillespie,Newcastle,GKP,0,39,False,0,514,0.0
Harvey Vale,Chelsea,MID,0,45,False,0,672,0.0
Lewis Hall,Chelsea,MID,0,45,False,0,671,0.0
Saúl Ñíguez,Chelsea,MID,0,49,False,478,592,0.0
Archie Gray,Leeds,MID,0,45,False,0,658,0.0
Ben Woodburn,Liverpool,MID,0,45,False,0,553,0.0
Frédéric Guilbert,Aston Villa,DEF,0,45,False,0,46,0.0
Bruno Guimarães Rodriguez Moura,Newcastle,MID,0,50,False,1031,697,0.0
Pierre Lees-Melou,Norwich,MID,0,48,False,2261,471,0.0
Milot Rashica,Norwich,MID,0,52,False,2228,449,0.0
Josh Martin,Norwich,MID,0,50,False,0,330,0.0
Przemyslaw Placheta,Norwich,MID,0,47,False,499,328,0.0
Todd Cantwell,Norwich,MID,0,53,False,438,325,0.0
Kieran Dowell,Norwich,MID,0,51,False,905,323,0.0
Onel Hernández,Norwich,MID,0,49,False,0,320,0.0
Kenny McLean,Norwich,MID,0,49,False,2707,318,0.0
Lukas Rupp,Norwich,MID,0,44,False,759,317,0.0
Marco Stiepermann,Norwich,MID,0,50,False,0,316,0.0
Lucas De Bolle,Newcastle,MID,0,44,False,0,707,0.0
Joe White,Newcastle,MID,0,44,False,0,599,0.0
Tyler Morton,Liverpool,MID,0,45,False,65,620,0.0
Charlie Savage,Man Utd,MID,0,45,False,0,737,0.0
Alejandro Garnacho Ferreyra,Man Utd,MID,0,45,False,12,723,0.0
Andreas Pereira,Man Utd,MID,0,50,False,0,511,0.0
Jadon Sancho,Man Utd,MID,0,89,False,1894,485,0.0
James McAtee,Man City,MID,0,44,False,18,629,0.0
Romeo Lavia,Man City,MID,0,44,False,0,605,0.0
Tommy Doyle,Man City,MID,0,45,False,0,566,0.0
Samuel Edozie,Man City,MID,0,47,False,0,508,0.0
Cole Palmer,Man City,MID,0,45,False,121,507,0.0
Luis Díaz,Liverpool,MID,0,81,False,957,696,0.0
Kaide Gordon,Liverpool,MID,0,45,False,8,625,0.0
Anthony Mancini,Burnley,MID,0,45,False,0,736,0.0
Dara Costelloe,Burnley,MID,0,45,False,0,726,0.0
Maxwel Cornet,Burnley,MID,0,58,False,1764,578,0.0
Albert Sambi Lokonga,Arsenal,MID,0,48,False,1129,478,0.0
Benjamin Chrisene,Aston Villa,MID,0,45,False,0,703,0.0
Philippe Coutinho Correia,Aston Villa,MID,0,71,False,1327,681,0.0
Tim Iroegbunam,Aston Villa,MID,0,45,False,90,638,0.0
Aaron Ramsey,Aston Villa,MID,0,44,False,0,496,0.0
Leon Bailey,Aston Villa,MID,0,63,False,750,492,0.0
Emiliano Buendía Stati,Aston Villa,MID,0,61,False,1887,43,0.0
Miguel Azeez,Arsenal,MID,0,45,False,0,721,0.0
Marcelo Flores,Arsenal,MID,0,45,False,0,720,0.0
Salah-Eddine Oulad M'hand,Arsenal,MID,0,45,False,0,693,0.0
Omari Hutchinson,Arsenal,MID,0,45,False,0,692,0.0
Charlie Patino,Arsenal,MID,0,45,False,0,664,0.0
Mattéo Guendouzi,Arsenal,MID,0,45,False,0,25,0.0
Aaron Lennon,Burnley,MID,0,46,False,1541,575,0.0
Lucas Torreira,Arsenal,MID,0,45,False,0,18,0.0
James Storer,Wolves,GKP,0,40,False,0,621,0.0
Louie Moulden,Wolves,GKP,0,40,False,0,611,0.0
José Malheiro de Sá,Wolves,GKP,0,52,False,3285,475,0.0
Andreas Söndergaard,Wolves,GKP,0,39,False,0,444,0.0
Harry Lewis,Southampton,GKP,0,39,False,0,637,0.0
Joe Hart,Spurs,GKP,0,45,False,0,352,0.0
Vincent Angelini,Watford,GKP,0,40,False,0,642,0.0
Robert Elliot,Watford,GKP,0,40,False,0,574,0.0
Daniel Bachmann,Watford,GKP,0,40,False,1080,389,0.0
Ben Foster,Watford,GKP,0,42,False,2340,376,0.0
Tommi O'Reilly,Aston Villa,MID,0,45,False,0,713,0.0
Christian Nørgaard,Brentford,MID,0,50,False,3054,77,0.0
Tariqe Fosu-Henry,Brentford,MID,0,51,False,16,79,0.0
Sergi Canós,Brentford,MID,0,55,False,2077,81,0.0
Michael McGovern,Norwich,GKP,0,39,False,0,313,0.0
Tim Krul,Norwich,GKP,0,45,False,2610,314,0.0
Marc Leonard,Brighton,MID,0,45,False,0,654,0.0
Jeremy Sarmiento,Brighton,MID,0,45,False,44,612,0.0
Moisés Caicedo,Brighton,MID,0,45,False,660,538,0.0
Taylor Richards,Brighton,MID,0,45,False,23,537,0.0
Enock Mwepu,Brighton,MID,0,59,False,990,462,0.0
Angus Gunn,Norwich,GKP,0,40,False,810,448,0.0
Jon McCracken,Norwich,GKP,0,40,False,0,666,0.0
Christian Eriksen,Brentford,MID,0,56,False,938,699,0.0
Myles Peart-Harris,Brentford,MID,0,45,False,0,662,0.0
Maxwell Haygarth,Brentford,MID,0,45,False,0,628,0.0
Paris Maghoma,Brentford,MID,0,45,False,0,614,0.0
Yoane Wissa,Brentford,MID,0,57,False,1268,524,0.0
Shandon Baptiste,Brentford,MID,0,49,False,898,499,0.0
Frank Onyeka,Brentford,MID,0,49,False,1040,479,0.0
Mads Bidstrup,Brentford,MID,0,44,False,36,97,0.0
Bryan Mbeumo,Brentford,MID,0,52,False,2905,96,0.0
Jan Zamburek,Brentford,MID,0,44,False,0,93,0.0
Mathias Jensen,Brentford,MID,0,49,False,1590,86,0.0
Saman Ghoddos,Brentford,MID,0,52,False,524,85,0.0
Vitaly Janelt,Brentford,MID,0,49,False,2295,84,0.0
Pelenda Joshua Dasilva,Brentford,MID,0,53,False,250,82,0.0
Christos Tzolis,Norwich,MID,0,48,False,326,528,0.0
Mathias Normann,Norwich,MID,0,45,False,1643,581,0.0
Jonathan Rowe,Norwich,MID,0,44,False,208,648,0.0
Joe Gelhardt,Leeds,FWD,0,47,False,733,577,0.0
Adam Armstrong,Southampton,FWD,0,57,False,1409,525,0.0
Armando Broja,Southampton,FWD,0,53,False,1969,518,0.0
Eldin Jakupovic,Leicester,GKP,0,39,False,0,573,0.0
Abu Kamara,Norwich,FWD,0,45,False,0,715,0.0
Thomas Dickson-Peters,Norwich,FWD,0,45,False,0,649,0.0
Joshua Sargent,Norwich,FWD,0,54,False,1566,516,0.0
Adam Idah,Norwich,FWD,0,48,False,617,329,0.0
Jordan Hugill,Norwich,FWD,0,54,False,0,322,0.0
Teemu Pukki,Norwich,FWD,0,61,False,3253,315,0.0
Cristiano Ronaldo dos Santos Aveiro,Man Utd,FWD,0,122,False,2454,579,0.0
Kayky da Silva Chagas,Man City,FWD,0,50,False,6,663,0.0
Sam Greenwood,Leeds,FWD,0,46,False,231,550,0.0
Florin Andone,Brighton,FWD,0,50,False,0,500,0.0
Kristoffer Klaesson,Leeds,GKP,0,43,False,35,490,0.0
Patson Daka,Leicester,FWD,0,70,False,1152,455,0.0
Lewis Dobbin,Everton,FWD,0,45,False,30,607,0.0
Ellis Simms,Everton,FWD,0,45,False,61,602,0.0
Salomón Rondón,Everton,FWD,0,60,False,779,591,0.0
Odsonne Edouard,Crystal Palace,FWD,0,60,False,1554,586,0.0
Robert Street,Crystal Palace,FWD,0,45,False,0,542,0.0
Romelu Lukaku,Chelsea,FWD,0,114,False,1583,529,0.0
Joseph McGlynn,Burnley,FWD,0,45,False,0,735,0.0
Wout Weghorst,Burnley,FWD,0,62,False,1448,700,0.0
Evan Ferguson,Brighton,FWD,0,45,False,22,655,0.0
Troy Deeney,Watford,FWD,0,54,False,23,380,0.0
Andre Gray,Watford,FWD,0,54,False,0,383,0.0
Stipe Perica,Watford,FWD,0,45,False,0,388,0.0
Isaac Success Ajayi,Watford,FWD,0,50,False,0,393,0.0
Asmir Begović,Everton,GKP,0,40,False,270,481,0.0
Andy Lonergan,Everton,GKP,0,39,False,0,571,0.0
Björn Engels,Aston Villa,DEF,0,45,False,0,31,0.0
Alex Kirk,Arsenal,DEF,0,40,False,0,730,0.0
Mazeed Ogungbo,Arsenal,DEF,0,40,False,0,719,0.0
Zak Swanson,Arsenal,DEF,0,40,False,0,711,0.0
Zach Awe,Arsenal,DEF,0,40,False,0,705,0.0
Ryan Alebiosu,Arsenal,DEF,0,40,False,0,695,0.0
Takehiro Tomiyasu,Arsenal,DEF,0,45,False,1680,590,0.0
Nuno Varela Tavares,Arsenal,DEF,0,43,False,1169,466,0.0
Harry Tyrer,Everton,GKP,0,40,False,0,616,0.0
William Saliba,Arsenal,DEF,0,45,False,0,27,0.0
Konstantinos Mavropanos,Arsenal,DEF,0,45,False,0,24,0.0
Danny Ward,Leicester,GKP,0,40,False,90,204,0.0
Hee-Chan Hwang,Wolves,FWD,0,54,False,1811,583,0.0
Jack Grieves,Watford,FWD,0,45,False,0,734,0.0
Tiago Çukur,Watford,FWD,0,45,False,0,732,0.0
Shaqai Forde,Watford,FWD,0,45,False,0,725,0.0
Juan Camilo Hernández Suárez,Watford,FWD,0,49,False,1138,472,0.0
Adedapo Awokoya-Mebude,Watford,FWD,0,45,False,0,469,0.0
Emmanuel Dennis,Watford,FWD,0,58,False,2579,450,0.0
João Pedro Junqueira de Jesus,Watford,FWD,0,54,False,1634,404,0.0
Ashley Fletcher,Watford,FWD,0,48,False,28,395,0.0
Jürgen Locadia,Brighton,FWD,0,44,False,22,595,0.0
Nathan Young-Coombes,Brentford,FWD,0,45,False,3,640,0.0
Liam Gibbs,Norwich,MID,0,45,False,0,683,0.0
Jamie Bowden,Spurs,MID,0,45,False,0,717,0.0
Imrân Louza,Watford,MID,0,52,False,1415,403,0.0
Joseph Hungbo,Watford,MID,0,45,False,0,402,0.0
Ismaila Sarr,Watford,MID,0,57,False,1862,399,0.0
Domingos Quina,Watford,MID,0,45,False,0,397,0.0
Ayotomiwa Dele-Bashiru,Watford,MID,0,45,False,0,394,0.0
Philip Zinckernagel,Watford,MID,0,55,False,0,392,0.0
Ken Sema,Watford,MID,0,52,False,844,391,0.0
Nathaniel Chalobah,Watford,MID,0,50,False,0,385,0.0
Tom Cleverley,Watford,MID,0,48,False,1611,381,0.0
Dan Gosling,Watford,MID,0,47,False,164,378,0.0
Matthew Craig,Spurs,MID,0,45,False,0,729,0.0
Alfie Devine,Spurs,MID,0,45,False,0,714,0.0
Halil Dervişoğlu,Brentford,FWD,0,54,False,0,95,0.0
Rodrigo Bentancur,Spurs,MID,0,49,False,1360,702,0.0
Dejan Kulusevski,Spurs,MID,0,63,False,1259,701,0.0
Harvey White,Spurs,MID,0,44,False,0,668,0.0
Dilan Markanday,Spurs,MID,0,45,False,0,597,0.0
Bryan Gil Salvatierra,Spurs,MID,0,57,False,86,487,0.0
Oliver Skipp,Spurs,MID,0,44,False,1346,373,0.0
Tyler Dibling,Southampton,MID,0,45,False,0,731,0.0
Kgaogelo Chauke,Southampton,MID,0,45,False,0,680,0.0
Mohamed Elyounoussi,Southampton,MID,0,54,False,2039,517,0.0
Cieran Slicker,Man City,GKP,0,40,False,0,615,0.0
Tony Springett,Norwich,MID,0,45,False,140,716,0.0
Kwadwo Baah,Watford,MID,0,43,False,0,405,0.0
Oghenekaro Peter Etebo,Watford,MID,0,43,False,396,467,0.0
Juraj Kucka,Watford,MID,0,55,False,1917,495,0.0
Ozan Tufan,Watford,MID,0,50,False,334,557,0.0
Marcus Forss,Brentford,FWD,0,53,False,203,88,0.0
Ivan Toney,Brentford,FWD,0,69,False,2908,78,0.0
Brandon Austin,Spurs,GKP,0,40,False,0,659,0.0
Mbwana Ally Samatta,Aston Villa,FWD,0,55,False,0,48,0.0
Mika Biereth,Arsenal,FWD,0,45,False,0,694,0.0
Folarin Balogun,Arsenal,FWD,0,47,False,69,530,0.0
Francisco Jorge Tomás Oliveira,Wolves,MID,0,55,False,203,689,0.0
Ryan Giles,Wolves,MID,0,45,False,0,687,0.0
Bruno André Cavaco Jordão,Wolves,MID,0,45,False,0,661,0.0
Chem Campbell,Wolves,MID,0,44,False,12,548,0.0
Luke Cundle,Wolves,MID,0,44,False,179,547,0.0
Francisco Machado Mota de Castro Trincão,Wolves,MID,0,56,False,1328,461,0.0
Daniel Chesters,West Ham,MID,0,45,False,1,710,0.0
Armstrong Oko-Flex,West Ham,MID,0,44,False,0,652,0.0
Sonny Perkins,West Ham,MID,0,45,False,3,634,0.0
Alex Kral,West Ham,MID,0,44,False,1,589,0.0
Nikola Vlasic,West Ham,MID,0,56,False,549,582,0.0
Conor Coventry,West Ham,MID,0,45,False,0,522,0.0
Marcelo de Araújo Pitaluga Filho,Liverpool,GKP,0,40,False,0,656,0.0
Adrian Blake,Watford,MID,0,45,False,0,733,0.0
Samuel Kalu,Watford,MID,0,49,False,221,698,0.0
Edo Kayembe,Watford,MID,0,45,False,795,679,0.0
Kamil Conteh,Watford,MID,0,45,False,0,669,0.0
Dion Sanderson,Wolves,DEF,0,40,False,0,686,0.0
