player_name,team_name,position_name,total_points,now_cost,unavailable,minutes,player_id,roi
Yerry Mina,Everton,DEF,24,49,False,844,175,0.4897959183673469
Jonjoe Kenny,Everton,DEF,21,43,False,1015,502,0.4883720930232558
Christian Kabasele,Watford,DEF,21,43,False,1190,384,0.4883720930232558
Héctor Junior Firpo Adames,Leeds,DEF,22,47,False,1709,463,0.46808510638297873
Joseph Gomez,Liverpool,DEF,22,47,False,330,238,0.46808510638297873
Divock Origi,Liverpool,FWD,22,48,False,126,235,0.4583333333333333
Pierre-Emerick Aubameyang,Arsenal,FWD,44,96,False,1036,4,0.4583333333333333
Sam Byram,Norwich,DEF,20,44,False,1023,321,0.45454545454545453
Kortney Hause,Aston Villa,DEF,20,44,False,397,36,0.45454545454545453
Karl Darlow,Newcastle,GKP,20,45,False,720,294,0.4444444444444444
Mark Noble,West Ham,MID,19,43,False,325,406,0.4418604651162791
Jesse Lingard,Man Utd,MID,29,67,False,354,276,0.43283582089552236
Jamie Shackleton,Leeds,MID,19,44,False,704,197,0.4318181818181818
Lyanco Evangelista Silveira Neves Vojnovic,Southampton,DEF,19,44,False,906,567,0.4318181818181818
Fabian Delph,Everton,MID,18,42,False,660,163,0.42857142857142855
Kepa Arrizabalaga,Chelsea,GKP,19,45,False,360,129,0.4222222222222222
William Troost-Ekong,Watford,DEF,18,43,False,1388,387,0.4186046511627907
Ozan Kabak,Norwich,DEF,18,43,False,923,580,0.4186046511627907
Matt Ritchie,Newcastle,DEF,20,49,False,1333,292,0.40816326530612246
Edinson Cavani,Man Utd,FWD,34,84,False,760,269,0.40476190476190477
Mathias Jorgensen,Brentford,DEF,18,45,False,516,594,0.4
Wesley Fofana,Leicester,DEF,17,43,False,630,220,0.3953488372093023
James Tomkins,Crystal Palace,DEF,17,43,False,545,147,0.3953488372093023
Anwar El Ghazi,Everton,MID,22,56,False,392,42,0.39285714285714285
Ferran Torres,Man City,MID,26,67,False,303,268,0.3880597014925373
Tanguy Ndombele,Spurs,MID,22,57,False,481,375,0.38596491228070173
Przemyslaw Placheta,Norwich,MID,18,47,False,499,328,0.3829787234042553
André Filipe Tavares Gomes,Everton,MID,18,49,False,614,172,0.3673469387755102
Luka Milivojevic,Crystal Palace,MID,19,52,False,767,152,0.36538461538461536
Francisco Jorge Tomás Oliveira,Wolves,MID,20,55,False,203,689,0.36363636363636365
Jonathan Rowe,Norwich,MID,16,44,False,208,648,0.36363636363636365
Patrick Bamford,Leeds,FWD,28,77,False,557,189,0.36363636363636365
Ki-Jana Hoever,Wolves,DEF,14,39,False,306,443,0.358974358974359
Andrew Omobamidele,Norwich,DEF,14,39,False,381,331,0.358974358974359
Carney Chukwuemeka,Aston Villa,MID,16,45,False,291,526,0.35555555555555557
Pedro Lomba Neto,Wolves,MID,22,62,False,459,441,0.3548387096774194
Shane Long,Southampton,FWD,19,54,False,300,519,0.35185185185185186
Willy Boly,Wolves,DEF,17,49,False,900,428,0.3469387755102041
Christos Tzolis,Norwich,MID,16,48,False,326,528,0.3333333333333333
Saúl Ñíguez,Chelsea,MID,16,49,False,478,592,0.32653061224489793
Sam Greenwood,Leeds,FWD,15,46,False,231,550,0.32608695652173914
Asmir Begović,Everton,GKP,13,40,False,270,481,0.325
Ciaran Clark,Newcastle,DEF,14,44,False,1012,293,0.3181818181818182
Axel Tuanzebe,Man Utd,DEF,14,44,False,505,283,0.3181818181818182
Jack Stephens,Southampton,DEF,12,44,False,810,338,0.2727272727272727
Steven Alzate,Brighton,MID,13,48,False,401,73,0.2708333333333333
Ross Barkley,Chelsea,MID,14,52,False,174,124,0.2692307692307692
Morgan Sanson,Aston Villa,MID,13,50,False,349,34,0.26
Charlie Goode,Brentford,DEF,10,39,False,448,87,0.2564102564102564
Federico Fernández,Newcastle,DEF,11,43,False,521,465,0.2558139534883721
Moussa Djenepo,Southampton,MID,13,52,False,452,350,0.25
Tom Davies,Everton,MID,12,48,False,230,176,0.25
Jamal Lewis,Newcastle,DEF,10,42,False,261,311,0.23809523809523808
Jannik Vestergaard,Leicester,DEF,11,47,False,563,340,0.23404255319148937
Dan Gosling,Watford,MID,11,47,False,164,378,0.23404255319148937
Oghenekaro Peter Etebo,Watford,MID,10,43,False,396,467,0.23255813953488372
Ainsley Maitland-Niles,Arsenal,MID,12,52,False,263,13,0.23076923076923078
Yan Valery,Southampton,DEF,9,39,False,369,546,0.23076923076923078
Bertrand Traoré,Aston Villa,MID,13,57,False,212,32,0.22807017543859648
Harvey Elliott,Liverpool,MID,12,53,False,344,506,0.22641509433962265
Bernd Leno,Arsenal,GKP,10,45,False,360,1,0.2222222222222222
Juan Mata,Man Utd,MID,10,47,False,230,459,0.2127659574468085
Jacob Sørensen,Norwich,DEF,9,43,False,600,327,0.20930232558139536
Freddie Woodman,Newcastle,GKP,9,43,False,360,513,0.20930232558139536
Marcus Forss,Brentford,FWD,11,53,False,203,88,0.20754716981132076
Theo Walcott,Southampton,MID,12,58,False,376,332,0.20689655172413793
Cole Palmer,Man City,MID,9,45,False,121,507,0.2
Ozan Tufan,Watford,MID,10,50,False,334,557,0.2
Todd Cantwell,Norwich,MID,10,53,False,438,325,0.18867924528301888
Giovani Lo Celso,Spurs,MID,11,59,False,231,372,0.1864406779661017
Caoimhin Kelleher,Liverpool,GKP,8,43,False,180,242,0.18604651162790697
Anthony Martial,Man Utd,FWD,14,76,False,207,278,0.18421052631578946
Hamza Choudhury,Leicester,MID,8,44,False,284,214,0.18181818181818182
Kevin Long,Burnley,DEF,7,40,False,408,103,0.175
Jarrad Branthwaite,Everton,DEF,7,40,False,387,544,0.175
Danny Rose,Watford,DEF,7,42,False,688,377,0.16666666666666666
Jeff Hendrick,Newcastle,MID,8,48,False,69,297,0.16666666666666666
Ryan Fredericks,West Ham,DEF,7,44,False,303,415,0.1590909090909091
Luke Cundle,Wolves,MID,7,44,False,179,547,0.1590909090909091
Zack Steffen,Man City,GKP,7,44,False,90,260,0.1590909090909091
Bryan Gil Salvatierra,Spurs,MID,9,57,False,86,487,0.15789473684210525
Paul Dummett,Newcastle,DEF,7,45,False,197,301,0.15555555555555556
Samuel Kalu,Watford,MID,7,49,False,221,698,0.14285714285714285
Toti António Gomes,Wolves,DEF,6,44,False,360,685,0.13636363636363635
Dwight Gayle,Newcastle,FWD,7,52,False,34,300,0.1346153846153846
Crysencio Summerville,Leeds,MID,6,45,False,126,551,0.13333333333333333
Pelenda Joshua Dasilva,Brentford,MID,7,53,False,250,82,0.1320754716981132
Francisco Sierralta,Watford,DEF,5,43,False,427,396,0.11627906976744186
Nicolas Nkoulou,Watford,DEF,5,44,False,167,618,0.11363636363636363
William Smallbone,Southampton,MID,5,45,False,132,347,0.1111111111111111
Jeremy Sarmiento,Brighton,MID,5,45,False,44,612,0.1111111111111111
Neco Williams,Liverpool,DEF,4,38,False,7,246,0.10526315789473684
Charlie Cresswell,Leeds,DEF,4,40,False,140,563,0.1
Aaron Connolly,Brighton,FWD,5,53,False,154,72,0.09433962264150944
Jesurun Rak-Sakyi,Crystal Palace,MID,4,44,False,79,541,0.09090909090909091
Dale Stephens,Burnley,MID,4,44,False,123,102,0.09090909090909091
Mads Bidstrup,Brentford,MID,4,44,False,36,97,0.09090909090909091
Wayne Hennessey,Burnley,GKP,4,45,False,180,480,0.08888888888888889
Robert Kenedy Nunes do Nascimento,Chelsea,DEF,4,45,False,58,690,0.08888888888888889
Phil Jones,Man Utd,DEF,4,45,False,161,632,0.08888888888888889
Tim Iroegbunam,Aston Villa,MID,4,45,False,90,638,0.08888888888888889
Ryan Bertrand,Leicester,DEF,4,46,False,337,473,0.08695652173913043
Jairo Riedewald,Crystal Palace,MID,4,47,False,116,157,0.0851063829787234
Danny Ward,Leicester,GKP,3,40,False,90,204,0.075
Joe Rodon,Spurs,DEF,3,42,False,87,374,0.07142857142857142
John Ruddy,Wolves,GKP,3,43,False,135,452,0.06976744186046512
Dominic Thompson,Brentford,DEF,3,44,False,146,498,0.06818181818181818
Jean-Philippe Gbamin,Everton,MID,3,44,False,65,504,0.06818181818181818
Tyler Onyango,Everton,MID,3,45,False,27,630,0.06666666666666667
Lewis Bate,Leeds,MID,3,45,False,145,624,0.06666666666666667
Tony Springett,Norwich,MID,3,45,False,140,716,0.06666666666666667
Cameron Archer,Aston Villa,FWD,3,45,False,24,568,0.06666666666666667
Ashley Fletcher,Watford,FWD,3,48,False,28,395,0.0625
Benjamin Mendy,Man City,DEF,3,52,False,78,253,0.057692307692307696
Jason Steele,Brighton,GKP,2,39,False,90,54,0.05128205128205128
Leo Fuhr Hjelde,Leeds,DEF,2,40,False,148,608,0.05
Willy Caballero,Southampton,GKP,2,42,False,180,641,0.047619047619047616
Kristoffer Klaesson,Leeds,GKP,2,43,False,35,490,0.046511627906976744
James McAtee,Man City,MID,2,44,False,18,629,0.045454545454545456
Taylor Richards,Brighton,MID,2,45,False,23,537,0.044444444444444446
Jonas Lössl,Brentford,GKP,2,45,False,180,673,0.044444444444444446
Lewis Dobbin,Everton,FWD,2,45,False,30,607,0.044444444444444446
Alejandro Garnacho Ferreyra,Man Utd,MID,2,45,False,12,723,0.044444444444444446
Ellis Simms,Everton,FWD,2,45,False,61,602,0.044444444444444446
Folarin Balogun,Arsenal,FWD,2,47,False,69,530,0.0425531914893617
Alphonse Areola,West Ham,GKP,2,47,False,90,489,0.0425531914893617
Eric Bailly,Man Utd,DEF,2,49,False,216,286,0.04081632653061224
Troy Deeney,Watford,FWD,2,54,False,23,380,0.037037037037037035
Jed Steer,Aston Villa,GKP,1,39,False,90,28,0.02564102564102564
Finley Stevens,Brentford,DEF,1,39,False,14,569,0.02564102564102564
Conrad Egan-Riley,Man City,DEF,1,40,False,3,651,0.025
Robin Olsen,Aston Villa,GKP,1,40,False,90,691,0.025
Harrison Ashby,West Ham,DEF,1,40,False,6,617,0.025
Pablo Marí,Arsenal,DEF,1,42,False,180,8,0.023809523809523808
Stuart McKinstry,Leeds,MID,1,43,False,3,601,0.023255813953488372
Chem Campbell,Wolves,MID,1,44,False,12,548,0.022727272727272728
Alex Kral,West Ham,MID,1,44,False,1,589,0.022727272727272728
Jürgen Locadia,Brighton,FWD,1,44,False,22,595,0.022727272727272728
Liam McCarron,Leeds,MID,1,44,False,9,576,0.022727272727272728
Kasey McAteer,Leicester,MID,1,45,False,2,647,0.022222222222222223
Lewis Brunt,Leicester,MID,1,45,False,23,646,0.022222222222222223
Nathan Young-Coombes,Brentford,FWD,1,45,False,3,640,0.022222222222222223
Liam Delap,Man City,FWD,1,45,False,8,704,0.022222222222222223
Tyler Morton,Liverpool,MID,1,45,False,65,620,0.022222222222222223
Shola Shoretire,Man Utd,MID,1,45,False,15,727,0.022222222222222223
Hannibal Mejbri,Man Utd,MID,1,45,False,67,706,0.022222222222222223
Keinan Davis,Aston Villa,FWD,1,45,False,11,49,0.022222222222222223
Emerson Palmieri dos Santos,Chelsea,DEF,1,45,False,4,539,0.022222222222222223
Nathan Ferguson,Crystal Palace,DEF,1,45,False,8,161,0.022222222222222223
Isaac Price,Everton,MID,1,45,False,13,718,0.022222222222222223
Kaide Gordon,Liverpool,MID,1,45,False,8,625,0.022222222222222223
Dane Scarlett,Spurs,FWD,1,45,False,3,520,0.022222222222222223
Sonny Perkins,West Ham,MID,1,45,False,3,634,0.022222222222222223
Daniel Chesters,West Ham,MID,1,45,False,1,710,0.022222222222222223
Morgan Gibbs-White,Wolves,MID,1,45,False,7,440,0.022222222222222223
Evan Ferguson,Brighton,FWD,1,45,False,22,655,0.022222222222222223
Jaden Philogene-Bidace,Aston Villa,MID,1,50,False,4,497,0.02
Kayky da Silva Chagas,Man City,FWD,1,50,False,6,663,0.02
Cenk Tosun,Everton,FWD,1,50,False,5,622,0.02
Reiss Nelson,Arsenal,MID,1,50,False,19,531,0.02
Tariqe Fosu-Henry,Brentford,MID,1,51,False,16,79,0.0196078431372549
Mahmoud Ahmed Ibrahim Hassan,Aston Villa,MID,1,54,False,10,37,0.018518518518518517
Wesley Moraes,Aston Villa,FWD,1,54,False,1,47,0.018518518518518517
Hélder Wander Sousa de Azevedo e Costa,Leeds,MID,1,54,False,21,192,0.018518518518518517
Moise Kean,Everton,FWD,1,60,False,1,564,0.016666666666666666
Maxwell Haygarth,Brentford,MID,0,45,False,0,628,0.0
Charlie Patino,Arsenal,MID,0,45,False,0,664,0.0
Hugo Bueno,Wolves,DEF,0,40,False,0,635,0.0
Myles Peart-Harris,Brentford,MID,0,45,False,0,662,0.0
Paris Maghoma,Brentford,MID,0,45,False,0,614,0.0
Jarell Quansah,Liverpool,DEF,0,40,False,0,660,0.0
Mattéo Guendouzi,Arsenal,MID,0,45,False,0,25,0.0
Owen Beck,Liverpool,DEF,0,40,False,0,627,0.0
Conor Bradley,Liverpool,DEF,0,40,False,0,626,0.0
Lucas Torreira,Arsenal,MID,0,45,False,0,18,0.0
Christian Marques,Wolves,DEF,0,40,False,0,549,0.0
Arthur Okonkwo,Arsenal,GKP,0,39,False,0,572,0.0
Jan Zamburek,Brentford,MID,0,44,False,0,93,0.0
Omari Hutchinson,Arsenal,MID,0,45,False,0,692,0.0
Marcelo Flores,Arsenal,MID,0,45,False,0,720,0.0
Álvaro Fernández,Man Utd,DEF,0,40,False,0,728,0.0
Viljami Sinisalo,Aston Villa,GKP,0,40,False,0,596,0.0
Karl Hein,Arsenal,GKP,0,40,False,0,532,0.0
Miguel Azeez,Arsenal,MID,0,45,False,0,721,0.0
Luke Mbete,Man City,DEF,0,39,False,0,603,0.0
Joshua Wilson-Esbrand,Man City,DEF,0,39,False,0,604,0.0
Yerson Mosquera Valdelamar,Wolves,DEF,0,44,False,0,446,0.0
Conor Hourihane,Aston Villa,MID,0,49,False,0,29,0.0
Tommi O'Reilly,Aston Villa,MID,0,45,False,0,713,0.0
Benjamin Chrisene,Aston Villa,MID,0,45,False,0,703,0.0
Aaron Ramsey,Aston Villa,MID,0,44,False,0,496,0.0
Salah-Eddine Oulad M'hand,Arsenal,MID,0,45,False,0,693,0.0
Christoph Zimmermann,Norwich,DEF,0,44,False,156,324,0.0
Willian Borges Da Silva,Arsenal,MID,0,63,False,0,3,0.0
Serge Aurier,Spurs,DEF,0,49,False,0,358,0.0
Cieran Slicker,Man City,GKP,0,40,False,0,615,0.0
Jamal Baptiste,West Ham,DEF,0,39,False,0,554,0.0
Scott Carson,Man City,GKP,0,39,False,0,593,0.0
Frederik Alves,West Ham,DEF,0,40,False,0,521,0.0
Marcelo de Araújo Pitaluga Filho,Liverpool,GKP,0,40,False,0,656,0.0
Adrián San Miguel del Castillo,Liverpool,GKP,0,43,False,0,223,0.0
Francisco Casilla Cortés,Leeds,GKP,0,45,False,0,183,0.0
Tobi Omole,Spurs,DEF,0,39,False,0,598,0.0
Marcel Lavinier,Spurs,DEF,0,40,False,0,724,0.0
Eldin Jakupovic,Leicester,GKP,0,39,False,0,573,0.0
Harry Tyrer,Everton,GKP,0,40,False,0,616,0.0
Andy Lonergan,Everton,GKP,0,39,False,0,571,0.0
João Virgínia,Everton,GKP,0,40,False,0,181,0.0
Marc Navarro,Watford,DEF,0,40,False,0,398,0.0
Remi Matthews,Crystal Palace,GKP,0,39,False,0,561,0.0
Ben Wilmot,Watford,DEF,0,45,False,0,401,0.0
Matthew Pollock,Watford,DEF,0,40,False,0,454,0.0
Mathew Ryan,Brighton,GKP,0,45,False,0,65,0.0
Kjell Scherpen,Brighton,GKP,0,45,False,0,476,0.0
James Morris,Watford,DEF,0,40,False,0,633,0.0
Marcus Bettinelli,Chelsea,GKP,0,40,False,0,606,0.0
Sam Waller,Burnley,GKP,0,40,False,0,708,0.0
Bailey Peacock-Farrell,Burnley,GKP,0,45,False,0,117,0.0
Winston Reid,West Ham,DEF,0,39,False,0,410,0.0
Will Norris,Burnley,GKP,0,43,False,0,114,0.0
Dean Henderson,Man Utd,GKP,0,47,False,0,280,0.0
Toby Alderweireld,Spurs,DEF,0,50,False,0,355,0.0
Filip Marschall,Aston Villa,GKP,0,40,False,0,650,0.0
Thierry Small,Southampton,DEF,0,40,False,0,667,0.0
James Storer,Wolves,GKP,0,40,False,0,621,0.0
Louie Moulden,Wolves,GKP,0,40,False,0,611,0.0
Andreas Söndergaard,Wolves,GKP,0,39,False,0,444,0.0
Rui Pedro dos Santos Patrício,Wolves,GKP,0,50,False,0,427,0.0
Thomas McGill,Brighton,GKP,0,40,False,0,688,0.0
Darren Randolph,West Ham,GKP,0,43,False,0,407,0.0
Ellery Balcombe,Brentford,GKP,0,40,False,0,92,0.0
Patrik Gunnarsson,Brentford,GKP,0,39,False,0,94,0.0
Vincent Angelini,Watford,GKP,0,40,False,0,642,0.0
Robert Elliot,Watford,GKP,0,40,False,0,574,0.0
Brandon Austin,Spurs,GKP,0,40,False,0,659,0.0
Bali Mumba,Norwich,DEF,0,39,False,45,515,0.0
Pierluigi Gollini,Spurs,GKP,0,42,False,0,486,0.0
Jonathan Tomkinson,Norwich,DEF,0,40,False,0,643,0.0
Joe Hart,Spurs,GKP,0,45,False,0,352,0.0
Harry Lewis,Southampton,GKP,0,39,False,0,637,0.0
Jon McCracken,Norwich,GKP,0,40,False,0,666,0.0
Michael McGovern,Norwich,GKP,0,39,False,0,313,0.0
Mark Gillespie,Newcastle,GKP,0,39,False,0,514,0.0
Matthew Cox,Brentford,GKP,0,40,False,0,619,0.0
Pierre Ekwah,West Ham,DEF,0,40,False,0,682,0.0
Tom Heaton,Man Utd,GKP,0,39,False,0,509,0.0
Ben Davies,Liverpool,DEF,0,40,False,0,248,0.0
Ajibola Alese,West Ham,DEF,0,40,False,0,644,0.0
Dynel Simeu,Southampton,DEF,0,40,False,0,665,0.0
Robert Street,Crystal Palace,FWD,0,45,False,0,542,0.0
Niels Nkounkou,Everton,DEF,0,40,False,0,570,0.0
Rhys Williams,Liverpool,DEF,0,44,False,0,247,0.0
Ryan Alebiosu,Arsenal,DEF,0,40,False,0,695,0.0
Patrick Cutrone,Wolves,FWD,0,50,False,0,523,0.0
Kwadwo Baah,Watford,MID,0,43,False,0,405,0.0
Héctor Bellerín,Arsenal,DEF,0,48,False,0,9,0.0
Sead Kolasinac,Arsenal,DEF,0,42,False,91,11,0.0
Joseph Hungbo,Watford,MID,0,45,False,0,402,0.0
Domingos Quina,Watford,MID,0,45,False,0,397,0.0
Ayotomiwa Dele-Bashiru,Watford,MID,0,45,False,0,394,0.0
Konstantinos Mavropanos,Arsenal,DEF,0,45,False,0,24,0.0
William Saliba,Arsenal,DEF,0,45,False,0,27,0.0
Philip Zinckernagel,Watford,MID,0,55,False,0,392,0.0
Nathaniel Chalobah,Watford,MID,0,50,False,0,385,0.0
Matthew Craig,Spurs,MID,0,45,False,0,729,0.0
Zach Awe,Arsenal,DEF,0,40,False,0,705,0.0
Adrian Blake,Watford,MID,0,45,False,0,733,0.0
Zak Swanson,Arsenal,DEF,0,40,False,0,711,0.0
Mazeed Ogungbo,Arsenal,DEF,0,40,False,0,719,0.0
Alex Kirk,Arsenal,DEF,0,40,False,0,730,0.0
Jamie Bowden,Spurs,MID,0,45,False,0,717,0.0
Björn Engels,Aston Villa,DEF,0,45,False,0,31,0.0
Alfie Devine,Spurs,MID,0,45,False,0,714,0.0
Harvey White,Spurs,MID,0,44,False,0,668,0.0
Dilan Markanday,Spurs,MID,0,45,False,0,597,0.0
Frédéric Guilbert,Aston Villa,DEF,0,45,False,0,46,0.0
Erik Lamela,Spurs,MID,0,60,False,0,356,0.0
Lamare Bogarde,Aston Villa,DEF,0,40,False,0,610,0.0
Josh Feeney,Aston Villa,DEF,0,40,False,0,670,0.0
Kamil Conteh,Watford,MID,0,45,False,0,669,0.0
Jack Grieves,Watford,FWD,0,45,False,0,734,0.0
Davy Pröpper,Brighton,MID,0,45,False,0,57,0.0
Bruno André Cavaco Jordão,Wolves,MID,0,45,False,0,661,0.0
Michy Batshuayi,Chelsea,FWD,0,55,False,0,126,0.0
Nathan Broadhead,Everton,FWD,0,45,False,0,545,0.0
Olivier Giroud,Chelsea,FWD,0,65,False,0,120,0.0
Joseph McGlynn,Burnley,FWD,0,45,False,0,735,0.0
Lewis Richardson,Burnley,FWD,0,44,False,0,533,0.0
Andi Zeqiri,Brighton,FWD,0,45,False,0,535,0.0
Florin Andone,Brighton,FWD,0,50,False,0,500,0.0
Halil Dervişoğlu,Brentford,FWD,0,54,False,0,95,0.0
Mbwana Ally Samatta,Aston Villa,FWD,0,55,False,0,48,0.0
Mika Biereth,Arsenal,FWD,0,45,False,0,694,0.0
Ryan Giles,Wolves,MID,0,45,False,0,687,0.0
Jordan Hugill,Norwich,FWD,0,54,False,0,322,0.0
Thomas Dickson-Peters,Norwich,FWD,0,45,False,0,649,0.0
Tiago Çukur,Watford,FWD,0,45,False,0,732,0.0
Abu Kamara,Norwich,FWD,0,45,False,0,715,0.0
Daniel N'Lundulu,Southampton,FWD,0,45,False,0,344,0.0
Michael Obafemi,Southampton,FWD,0,45,False,0,348,0.0
Owen Otasowie,Wolves,MID,0,45,False,0,442,0.0
Armstrong Oko-Flex,West Ham,MID,0,44,False,0,652,0.0
Andre Gray,Watford,FWD,0,54,False,0,383,0.0
Stipe Perica,Watford,FWD,0,45,False,0,388,0.0
Isaac Success Ajayi,Watford,FWD,0,50,False,0,393,0.0
Conor Coventry,West Ham,MID,0,45,False,0,522,0.0
Adedapo Awokoya-Mebude,Watford,FWD,0,45,False,0,469,0.0
Rúnar Alex Rúnarsson,Arsenal,GKP,0,40,False,0,2,0.0
Shaqai Forde,Watford,FWD,0,45,False,0,725,0.0
Kaine Hayden,Aston Villa,DEF,0,40,False,0,684,0.0
Tyler Dibling,Southampton,MID,0,45,False,0,731,0.0
Kgaogelo Chauke,Southampton,MID,0,45,False,0,680,0.0
Liam Gibbs,Norwich,MID,0,45,False,0,683,0.0
Reece Hannam,Crystal Palace,DEF,0,39,False,0,540,0.0
Tayo Adaramola,Crystal Palace,DEF,0,40,False,0,709,0.0
Ian Carlo Poveda-Ocampo,Leeds,MID,0,45,False,0,195,0.0
Pablo Hernández Domínguez,Leeds,MID,0,55,False,0,182,0.0
Tammy Abraham,Chelsea,FWD,0,65,False,0,136,0.0
Reece Welch,Everton,DEF,0,40,False,0,623,0.0
Nathan Patterson,Everton,DEF,0,41,False,0,674,0.0
Dennis Praet,Leicester,MID,0,49,False,0,206,0.0
Charlie Whitaker,Everton,MID,0,45,False,0,613,0.0
Bernard Anício Caldeira Duarte,Everton,MID,0,55,False,0,167,0.0
James Rodríguez,Everton,MID,0,69,False,0,166,0.0
Gylfi Sigurdsson,Everton,MID,0,67,False,0,164,0.0
Scott Banks,Crystal Palace,MID,0,45,False,0,543,0.0
Vontae Daley-Campbell,Leicester,DEF,0,40,False,0,639,0.0
Ben Nelson,Leicester,DEF,0,40,False,0,645,0.0
Harvey Vale,Chelsea,MID,0,45,False,0,672,0.0
Lewis Hall,Chelsea,MID,0,45,False,0,671,0.0
Anthony Mancini,Burnley,MID,0,45,False,0,736,0.0
Dara Costelloe,Burnley,MID,0,45,False,0,726,0.0
Cody Drameh,Leeds,DEF,0,39,False,126,562,0.0
Kris Moore,Leeds,DEF,0,40,False,0,657,0.0
Josh Benson,Burnley,MID,0,45,False,0,116,0.0
Marc Leonard,Brighton,MID,0,45,False,0,654,0.0
Nathaniel Phillips,Liverpool,DEF,0,42,False,0,241,0.0
Alireza Jahanbakhsh,Brighton,MID,0,55,False,0,66,0.0
Jack Jenkins,Leeds,MID,0,45,False,0,631,0.0
Jarosław Jach,Crystal Palace,DEF,0,42,False,0,158,0.0
Martin Kelly,Crystal Palace,DEF,0,38,False,0,151,0.0
Odeluga Offiah,Brighton,DEF,0,40,False,0,712,0.0
Josh Martin,Norwich,MID,0,50,False,0,330,0.0
Julian Jeanvier,Brentford,DEF,0,40,False,0,722,0.0
Onel Hernández,Norwich,MID,0,49,False,0,320,0.0
Marco Stiepermann,Norwich,MID,0,50,False,0,316,0.0
Lucas De Bolle,Newcastle,MID,0,44,False,0,707,0.0
Elliot Anderson,Newcastle,MID,0,45,False,0,609,0.0
Bernardo Fernandes Da Silva Junior,Brighton,DEF,0,40,False,0,68,0.0
Joe White,Newcastle,MID,0,44,False,0,599,0.0
Michal Karbownik,Brighton,DEF,0,40,False,0,536,0.0
Haydon Roberts,Brighton,DEF,0,39,False,0,560,0.0
Matthew Longstaff,Newcastle,MID,0,45,False,0,312,0.0
Ed Turns,Brighton,DEF,0,40,False,0,653,0.0
Phil Bardsley,Burnley,DEF,0,39,False,0,99,0.0
Archie Gray,Leeds,MID,0,45,False,0,658,0.0
Charlie Savage,Man Utd,MID,0,45,False,0,737,0.0
Amad Diallo,Man Utd,MID,0,50,False,0,636,0.0
Bobby Thomas,Burnley,DEF,0,39,False,0,534,0.0
Owen Dodgson,Burnley,DEF,0,39,False,0,565,0.0
Andreas Pereira,Man Utd,MID,0,50,False,0,511,0.0
Romeo Lavia,Man City,MID,0,44,False,0,605,0.0
Tommy Doyle,Man City,MID,0,45,False,0,566,0.0
Samuel Edozie,Man City,MID,0,47,False,0,508,0.0
Ethan Ampadu,Chelsea,DEF,0,45,False,0,139,0.0
Ben Woodburn,Liverpool,MID,0,45,False,0,553,0.0
Xherdan Shaqiri,Liverpool,MID,0,59,False,0,226,0.0
Dion Sanderson,Wolves,DEF,0,40,False,0,686,0.0
Nohan Kenneh,Leeds,MID,-1,44,False,0,600,-0.022727272727272728
